FID,YR,NODEID,Lon,Lat,Fatalities,PedFatalit,BikeFatali,MVOFatalit
7151,2016,46976,-73.90525330096176,40.775692194465435,1,1,0,0
7152,2016,31243,-73.86791088087018,40.674668622401036,1,0,0,1
7153,2016,61306,-73.74284052839859,40.722316249862,1,0,0,1
7154,2016,27748,-73.92157402189683,40.69834550927588,1,0,0,1
7155,2016,6719,-74.13047429076477,40.630885508872375,1,1,0,1
7156,2016,43035,-73.9156091107682,40.80266913472096,1,0,1,1
7157,2016,35318,-73.79954117387742,40.699160463634655,1,0,0,1
7158,2016,27779,-73.9218918473938,40.709396096408454,1,0,1,0
7159,2016,13364,-74.00181846007139,40.618806121223436,1,0,0,1
7160,2016,28027,-73.90802249222492,40.69782540909485,1,0,0,1
7161,2016,16224,-73.96717160752142,40.57638622673544,1,1,0,0
7162,2016,48470,-73.87389427008172,40.826658197866024,1,1,0,0
7163,2016,59217,-73.79271553312796,40.75550172087064,1,1,0,1
7164,2016,47526,-73.88490078551732,40.80481328986146,1,0,0,1
7165,2016,20671,-73.99335915378424,40.719070571806576,1,1,1,1
7166,2016,13372,-74.00345620642969,40.624122782495434,1,1,0,0
7167,2016,20542,-73.99965310347484,40.73406971947743,1,0,0,1
7168,2016,29446,-73.88948216171013,40.6767694492489,1,1,0,1
7169,2016,41464,-73.93447026496314,40.75352138676907,1,1,0,1
7170,2016,18530,-73.97633386130627,40.66521360406835,1,0,0,1
7171,2016,51975,-73.86574680505308,40.8210118007372,1,1,0,1
7172,2016,48384,-73.88029926739846,40.8401295957135,1,1,1,1
7173,2016,23459,-73.96655226786845,40.78910715258058,1,0,0,1
7174,2016,39441,-73.73332244180905,40.676132564675655,1,0,0,1
7175,2016,48234,-73.88566208861567,40.84467121828893,1,0,0,1
7176,2016,59257,-73.79238243844594,40.76948383936024,1,0,0,1
7177,2016,12981,-73.98750430630307,40.59534148354224,1,0,0,1
7178,2016,2643,-74.16574238418231,40.54539770493151,1,0,0,1
7179,2016,38194,-73.73857551156466,40.59968274649928,1,1,0,0
7180,2016,44452,-73.92500420686247,40.866336544654295,1,0,0,1
7181,2016,32249,-73.863312152303,40.69196169396083,1,0,1,0
7182,2016,18139,-73.96158252447442,40.636368047492255,1,1,0,0
7183,2016,51994,-73.8614813646399,40.81502942325029,1,0,1,1
7184,2016,15712,-73.99395033550464,40.71429083179251,1,1,0,0
7185,2016,38584,-73.73980950343346,40.659712106833155,1,0,0,1
7186,2016,35533,-73.78454462785506,40.595076609185796,1,0,0,1
7187,2016,37953,-73.75934720851005,40.59582787103536,1,1,0,0
7188,2016,28834,-73.89283769918227,40.6458745608853,1,0,0,1
7189,2016,39635,-73.76018916981351,40.69781660447027,1,1,0,0
7190,2016,48747,-73.89867421722916,40.861770582684706,1,0,0,1
7191,2016,33956,-73.81972596192236,40.68538452532992,1,0,0,1
7192,2016,12601,-73.98120115165001,40.5755642817981,1,1,0,1
7193,2016,19418,-73.96710408043424,40.70905426897123,1,1,0,1
7194,2016,50092,-73.85519158081522,40.721055597800174,1,1,0,0
7195,2016,21850,-73.97476299198445,40.7215956561311,1,0,0,1
7196,2016,41985,-73.94238065916076,40.786425994516094,1,0,0,1
7197,2016,35090,-73.80854682293416,40.69843368222835,1,1,0,0
7198,2016,28904,-73.8897878189458,40.6530664053323,1,0,0,1
7199,2016,59005,-73.77285961151456,40.7362704239156,1,1,0,1
7200,2016,46699,-73.88524098837793,40.74965115292892,1,0,1,1
7201,2016,40775,-73.9343066411452,40.7410290259008,1,1,0,1
7202,2016,10708,-74.07785238623248,40.63098033817385,1,0,0,1
7203,2016,41778,-73.91766950165928,40.755180934086134,1,0,0,1
7204,2016,5577,-74.1386203565688,40.58906443989866,1,1,0,1
7205,2016,6406,-74.13822926551791,40.63172790381379,1,0,0,1
7206,2016,48160,-73.88609624245831,40.82765577705339,1,0,1,1
7207,2016,36751,-73.77346815474088,40.679719499306906,1,1,0,1
7208,2016,17146,-73.94380842334922,40.58499220898228,1,0,0,1
7209,2016,21727,-73.98162126498508,40.77860808310278,1,0,1,1
7210,2016,13566,-73.99043494370409,40.6155710132612,1,0,1,0
7211,2016,9580,-74.08970378386212,40.63568250125492,1,1,0,0
7212,2016,54139,-73.86431936136064,40.88150858336749,1,0,1,1
7213,2016,29032,-73.88148178965913,40.647600077847656,1,0,0,1
7214,2016,26833,-73.93515473009957,40.683497184429534,1,1,1,1
7215,2016,2260,-74.17886743507424,40.535535166243506,1,0,0,1
7216,2016,2671,-74.16134961679228,40.529373423449286,1,1,0,1
7217,2016,55967,-73.80287666532354,40.74976514961292,1,0,1,0
7218,2016,49757,-73.869707653449,40.72514643390488,1,0,0,1
7219,2016,24344,-73.9472259018937,40.83084641860189,1,1,0,0
7220,2016,58514,-73.7972838577853,40.738476934559095,1,0,0,1
7221,2016,60957,-73.76276615446463,40.71963876059839,1,0,0,1
7222,2016,24807,-73.93978147654694,40.583863101106964,1,0,1,1
7223,2016,61499,-73.73430461530491,40.73641296237397,1,0,0,1
7224,2016,48641,-73.90393694165482,40.880134169712655,1,1,0,0
7225,2016,14717,-73.99722863710991,40.664637630624036,1,0,0,1
7226,2016,59135,-73.79799284278133,40.75588356407389,1,0,0,1
7227,2016,13929,-74.00520270662047,40.646577228787535,1,1,0,1
7228,2016,55179,-73.80804721166164,40.72326188301367,1,0,0,1
7229,2016,38960,-73.75282604335291,40.67726824793571,1,0,0,1
7230,2016,27641,-73.9255606416322,40.69149084054739,1,0,1,1
7231,2016,57479,-73.82966031132051,40.852356282002354,1,1,0,0
7232,2016,50779,-73.86524925565297,40.747213718178294,1,0,0,1
7233,2016,29371,-73.89491136043289,40.67591115714883,1,0,1,1
7234,2016,27226,-73.91151192843155,40.683504989516074,1,0,0,1
7235,2016,25814,-73.91924792623904,40.628702040087795,1,0,0,1
7236,2016,15844,-73.9873478746281,40.69145766764049,1,0,0,1
7237,2016,49289,-73.87438658448391,40.879055173280726,1,0,0,1
7238,2016,22994,-73.95515877330598,40.76491734129841,1,1,1,1
7239,2016,32172,-73.868812248122,40.706084809616996,1,0,0,1
7240,2016,36280,-73.79258159610805,40.683389360881186,1,1,0,0
7241,2016,26476,-73.91662098736779,40.64194765086514,1,0,0,1
7242,2016,20742,-73.9907539681404,40.734839154243154,1,0,1,1
7243,2016,13674,-73.98545059826105,40.61347019620914,1,1,0,0
7244,2016,22182,-73.95212387953497,40.717097669898074,1,1,0,0
7245,2016,33734,-73.83464934411776,40.687497212816346,1,1,0,1
7246,2016,31329,-73.86715267684589,40.678690091256925,1,0,0,1
7247,2016,5996,-74.15112156971514,40.611261600257635,1,0,0,1
7248,2016,1975,-74.19377169297495,40.53583384635179,1,1,0,0
7249,2016,12985,-73.98865795675701,40.59880069914731,1,1,0,1
7250,2016,16389,-73.97782838576087,40.60358547674335,1,1,0,1
7251,2016,26426,-73.92058012461696,40.6507065076132,1,0,0,1
7252,2016,19789,-73.95358204256591,40.71071569116107,1,0,1,1
7253,2016,44902,-73.91160041955834,40.883790543971955,1,0,1,0
7254,2016,55884,-73.812919867222,40.76505678538558,1,1,0,1
7255,2016,17264,-73.97439072922714,40.61057921215989,1,1,0,0
7256,2016,52669,-73.859056721282,40.833413224228565,1,1,0,1
7257,2016,13794,-74.0149796370102,40.640625468359744,1,1,0,1
7258,2016,23006,-73.95457540848855,40.769754857007364,1,1,1,1
7259,2016,17370,-73.96955129490672,40.62672213361167,1,0,0,1
7260,2016,16607,-73.96514385226227,40.591101915226865,1,1,0,0
7261,2016,16406,-73.97445847868525,40.58575920887567,1,0,0,1
7262,2016,8286,-74.09340699411098,40.585240111618745,1,1,1,1
7263,2016,43486,-73.93658972280376,40.84291533293242,1,1,0,1
7264,2016,39184,-73.74492021838877,40.665386202949435,1,1,0,1
7265,2016,13458,-73.9991490824678,40.62826312448097,1,0,0,1
7266,2016,61190,-73.75110395350475,40.73029394163606,1,1,0,0
7267,2016,58204,-73.8016846869053,40.864327018466334,1,0,0,1
7268,2016,47287,-73.90233038192302,40.824666506675634,1,0,0,1
7269,2016,61024,-73.75833657547136,40.72507289532805,1,1,0,0
7270,2016,5618,-74.13975632106023,40.60568316888655,1,0,0,1
7271,2016,44132,-73.91740667156208,40.85214563074858,1,1,0,1
7272,2016,41281,-73.9427662431157,40.74636053556321,1,1,0,0
7273,2016,43108,-73.91551523911433,40.82470705997388,1,1,0,1
7274,2016,58320,-73.82837160436252,40.88270097483807,1,0,0,1
7275,2016,41047,-73.91905947098199,40.73195421355761,1,0,0,1
7276,2016,55960,-73.80302898619345,40.74719480063729,1,0,0,1
7277,2016,25836,-73.91756141195181,40.61305501541674,1,1,0,1
7278,2016,47363,-73.89542858884084,40.815844672114174,1,0,0,1
7279,2016,11548,-74.03607109543913,40.62559887352421,1,1,1,0
7280,2016,48874,-73.89077428647028,40.85581193973668,1,1,0,1
7281,2016,11418,-74.04071505781445,40.625719658279536,1,0,0,1
7282,2016,27854,-73.92074519686614,40.71052968680009,1,0,1,0
7283,2016,26422,-73.91923174076348,40.64764325802815,1,0,0,1
7284,2016,33839,-73.82387027613404,40.667245039316406,1,0,0,1
7285,2016,54101,-73.83753742844114,40.879119547548015,1,0,0,1
7286,2016,55270,-73.80256740673926,40.72531134728087,1,1,0,0
7287,2016,17342,-73.96992028763147,40.61390039514443,1,0,0,1
7288,2016,14790,-73.99415514463426,40.677203773776796,1,0,1,0
7289,2016,24259,-73.9453590633995,40.79928686213835,1,1,0,1
7290,2016,23183,-73.94565042661402,40.745818196899535,1,1,0,0
7291,2016,17204,-73.97799155187774,40.61365738114481,1,0,0,1
7292,2016,18583,-73.97834701316303,40.68787174293311,1,0,0,1
7293,2016,14684,-73.99887682229509,40.6808718830494,1,0,0,1
7294,2016,34076,-73.81055266819635,40.66633328562592,1,0,0,1
7295,2016,20596,-73.9969519712616,40.723879984381036,1,1,1,1
7296,2016,53945,-73.84410084980473,40.878443292282064,1,1,0,1
7297,2016,20520,-73.99991579211004,40.72693471236761,1,1,1,1
7298,2016,53367,-73.87042127611447,40.865361080106794,1,1,0,1
7299,2016,26522,-73.91741819298367,40.66005119178968,1,0,0,1
7300,2016,31831,-73.84381008624787,40.672273347255604,1,1,0,0
7301,2016,36761,-73.77232211272451,40.68149096801803,1,0,0,1
7302,2016,55383,-73.79909627409286,40.73846039854,1,0,0,1
7303,2016,18093,-73.96702809232553,40.649947274027355,1,0,0,1
7304,2016,47879,-73.90209691827116,40.845641879151145,1,1,0,1
7305,2016,39724,-73.75644238375658,40.69728630327357,1,0,1,1
7306,2016,27008,-73.9225447955683,40.681935612859625,1,1,1,0
7307,2016,52079,-73.85978424895585,40.824074363775395,1,1,0,1
7308,2016,10517,-74.08274330500343,40.616581571152224,1,0,1,0
7309,2016,9629,-74.08929733690675,40.64645849751052,1,0,0,1
7310,2016,20561,-74.00070275577083,40.742253610960205,1,1,0,1
7311,2016,52568,-73.86271114374317,40.832991508963325,1,1,1,1
7312,2016,11796,-74.02355676002631,40.627242523914475,1,1,0,0
7313,2016,48688,-73.89968581560264,40.87004125829277,1,1,0,1
7314,2016,65978,-74.13951323343211,40.5478311597228,1,0,0,1
7315,2016,42313,-73.91539502502842,40.772290007703745,1,0,0,1
7316,2016,29670,-73.88050533497224,40.67676630160632,1,0,1,1
7317,2016,46303,-73.90070294843221,40.75610965934881,1,0,1,1
7318,2016,18287,-73.95763644645274,40.64268949922142,1,1,0,1
7319,2016,46348,-73.8981299073295,40.74325757046654,1,0,1,0
7320,2016,23457,-73.9670097710437,40.788476789869264,1,1,0,0
7321,2016,41408,-73.93811871763576,40.757030855402476,1,1,0,0
7322,2016,48610,-73.9046772824257,40.872619878167036,1,1,0,1
7323,2016,29586,-73.88421430204247,40.67362087372802,1,0,0,1
7324,2016,14129,-73.99452709520432,40.64559796593436,1,1,0,0
7325,2016,41036,-73.91952065378469,40.72884211451896,1,0,0,1
7326,2016,41770,-73.91519556069436,40.75117063679318,1,1,0,0
7327,2016,25571,-73.93486744165979,40.630090672317905,1,0,0,1
7328,2016,37021,-73.79868662014144,40.69971538194481,1,0,0,1
7329,2016,29653,-73.88154455312052,40.66980441638992,1,0,0,1
7330,2016,42440,-73.94177140101428,40.80708899945943,1,0,0,1
7331,2016,21353,-73.99307076333727,40.75782742924249,1,1,1,1
7332,2016,39431,-73.73352183089949,40.67357083383224,1,0,0,1
7333,2016,21509,-73.98157269673422,40.74966808900802,1,1,0,0
7334,2016,45814,-73.88283144634971,40.742888376168494,1,0,0,1
7335,2016,17534,-73.96003672642101,40.6080302079857,1,1,0,0
7336,2016,16938,-73.95334153922916,40.57926712720617,1,0,0,1
7337,2016,47332,-73.89687837032842,40.82211785783742,1,1,0,1
7338,2016,18278,-73.95563820727833,40.64050392586503,1,1,0,1
7339,2016,21471,-73.98451140007978,40.76079337045304,1,1,0,0
7340,2016,25649,-73.92552903972367,40.607876187326994,1,0,1,0
7341,2016,46712,-73.88350692807387,40.75575532217989,1,0,0,1
7342,2016,23546,-73.96041430628766,40.78152426809506,1,0,0,1
7343,2016,18699,-73.97139415103214,40.68008285904293,1,0,0,1
7344,2016,31798,-73.84261658674656,40.66224830807885,1,0,0,1
7345,2016,7291,-74.11829687374626,40.57502258342088,1,0,0,1
7346,2016,43069,-73.91768626979325,40.816081242420466,1,1,0,1
7347,2016,20416,-74.00294311200834,40.73113621404409,1,1,0,0
7348,2016,32324,-73.85817227669071,40.69257453288184,1,0,0,1
7349,2016,35087,-73.80624271155288,40.69474072301777,1,1,0,0
7350,2016,23433,-73.96703947592326,40.772461218827964,1,1,1,0
7351,2016,5412,-74.15252765250092,40.5806169930908,1,0,0,1
7352,2016,52228,-73.85190067488601,40.82208888062049,1,1,0,0
7353,2016,52080,-73.85878844443687,40.82420863732803,1,1,1,1
7354,2016,43571,-73.9355669728007,40.84171252673963,1,0,0,1
7355,2016,20200,-74.00680843772113,40.719777498115675,1,1,0,0
7356,2016,27025,-73.91962670263804,40.662556048368394,1,0,0,1
7357,2016,48826,-73.89588387503255,40.86225834367687,1,1,0,1
7358,2016,17235,-73.97806738490226,40.627455043545936,1,1,0,0
7359,2016,37065,-73.79726158387277,40.71315693776137,1,1,0,1
7360,2016,55739,-73.81598751414245,40.747769936939065,1,0,0,1
7361,2016,46889,-73.87242563914812,40.743939324722966,1,0,0,1
7362,2016,48766,-73.89891854332309,40.8696585742232,1,1,0,1
7363,2016,48569,-73.9035137824917,40.855614797712924,1,1,0,0
7364,2016,44538,-73.91846899649644,40.86177365253678,1,0,0,1
7365,2016,45899,-73.87866689748759,40.73624809316671,1,0,0,1
7366,2016,19716,-73.9547348701367,40.71059426602518,1,0,1,1
7367,2016,22687,-73.97124277445971,40.760936417898314,1,1,1,0
7368,2016,26510,-73.91704018446265,40.654675516575615,1,1,0,1
7369,2016,14100,-73.99453635782288,40.638308631642964,1,0,0,1
7370,2016,26629,-73.91005029448179,40.642708779409695,1,0,0,1
7371,2016,59079,-73.76539794597326,40.718356032664744,1,0,1,1
7372,2016,53426,-73.86575295111936,40.85446040063452,1,1,1,0
7373,2016,26536,-73.91274790751666,40.63842737839964,1,1,0,0
7374,2016,41315,-73.9402628150641,40.750967100412396,1,0,0,1
7375,2016,34481,-73.8301634743242,40.68877172574454,1,0,1,1
7376,2016,53712,-73.85338346078487,40.878103277229464,1,1,0,0
7377,2016,2960,-74.17533404694456,40.55176931288732,1,0,0,1
7378,2016,21489,-73.98476369190682,40.769226400956576,1,1,0,1
7379,2016,53709,-73.85571884546017,40.87885060042789,1,0,0,1
7380,2016,36400,-73.78573730903443,40.672385034263726,1,0,0,1
7381,2016,47336,-73.89784764394147,40.8245093854279,1,0,1,0
7382,2016,20063,-74.01007045263599,40.720755572916545,1,1,0,0
7383,2016,20927,-73.98636141731171,40.74018479999019,1,1,1,0
7384,2016,27011,-73.9226701222901,40.68268151222284,1,1,1,0
7385,2016,71381,-73.78413452181971,40.59222984454395,1,0,0,1
7386,2016,56665,-73.80388709448266,40.77490085925097,1,0,0,1
7387,2016,53205,-73.83893642151001,40.843213531518174,1,1,0,1
7388,2016,29495,-73.88708404562534,40.66738822903582,1,0,0,1
7389,2016,17925,-73.97456164869945,40.638373324503796,1,1,0,0
7390,2016,27581,-73.9290352173203,40.70028981136252,1,1,0,0
7391,2016,54465,-73.84626182333706,40.889098338487415,1,1,0,0
7392,2016,28864,-73.89155671861509,40.63547510243136,1,0,0,1
7393,2016,37109,-73.79379166599854,40.70403236302607,1,1,0,0
7394,2016,46247,-73.9056104505657,40.768686191783026,1,0,1,1
7395,2016,18846,-73.96007428387705,40.674878070077774,1,1,0,0
7396,2016,51899,-73.83771342580106,40.783222528938104,1,1,0,0
7397,2016,18776,-73.96194833571019,40.6696367346227,1,0,0,1
7398,2016,52840,-73.85233148670443,40.83701052743011,1,0,1,0
7399,2016,18247,-73.96042286942517,40.65255632234712,1,0,0,1
7400,2016,37445,-73.78178274000605,40.71313999264349,1,1,0,0
7401,2016,43898,-73.92194514811673,40.84104487178591,1,0,0,1
7402,2016,42204,-73.9249282248027,40.77348904171585,1,0,0,1
7403,2016,52636,-73.86114193399409,40.84728767838156,1,0,1,0
7404,2016,48827,-73.89482463336131,40.86206507419399,1,1,0,1
7405,2016,14432,-74.00643694056548,40.68057336812983,1,0,1,0
7406,2016,46763,-73.8805931280682,40.75013800607184,1,0,1,0
7407,2016,29408,-73.89213249513084,40.665033971445645,1,1,0,0
7408,2016,28888,-73.89102105318392,40.64424540942403,1,1,0,0
7409,2016,41905,-73.90831863144521,40.750119213448954,1,0,0,1
7410,2016,32639,-73.84344235768171,40.69518673112713,1,1,0,0
7411,2016,23547,-73.95992094292967,40.782212943705495,1,1,0,0
7412,2016,47838,-73.90290595701934,40.83592701879323,1,1,0,0
7413,2016,41200,-73.90743537259905,40.71626025915046,1,1,0,0
7414,2016,23895,-73.96737326360659,40.80612695593223,1,0,0,1
7415,2016,17468,-73.96285974071482,40.61254948511882,1,1,1,1
7416,2016,34228,-73.80574371851604,40.66615223114782,1,0,0,1
7417,2016,20511,-74.00089769866209,40.72577310752817,1,1,0,0
7418,2016,47226,-73.90500766004972,40.81786673420361,1,1,0,0
7419,2016,31300,-73.86741151050526,40.66879918523377,1,0,0,1
7420,2016,41916,-73.90901259055336,40.75427981401405,1,1,0,1
7421,2016,42965,-73.92108267004214,40.80501540797236,1,0,0,1
7422,2016,26916,-73.92809775580301,40.671321847517106,1,0,0,1
7423,2016,13291,-74.00494120793238,40.61235630089107,1,1,0,0
7424,2016,20787,-73.98797056957936,40.723914884393224,1,1,0,1
7425,2016,15495,-74.00046846928639,40.689659145927905,1,0,0,1
7426,2016,21828,-73.97816815270973,40.74164251274577,1,1,0,0
7427,2016,35190,-73.80371026200936,40.69563791012694,1,1,0,1
7428,2016,18509,-73.94400176011624,40.652973183878906,1,0,0,1
7429,2016,7513,-74.10580317399783,40.57439528827644,1,0,0,1
7430,2016,57903,-73.83095595750841,40.86102359744481,1,1,0,0
7431,2016,58325,-73.82578517658304,40.88390361693143,1,0,0,1
7432,2016,52301,-73.84289858842908,40.824083059033946,1,1,0,0
7433,2016,8336,-74.09336426818581,40.59703306865854,1,1,0,1
7434,2016,37447,-73.7806353603752,40.68898877096229,1,0,0,1
7435,2016,25813,-73.92018415015536,40.628644025039,1,1,0,1
7436,2016,35563,-73.77782746867564,40.592614836164906,1,0,1,1
7437,2016,19539,-73.96000519835543,40.688881033420245,1,1,1,1
7438,2016,15023,-73.98523672488405,40.68228130610907,1,0,1,0
7439,2016,42089,-73.93268519432497,40.77270012202242,1,1,1,0
7440,2016,18860,-73.96115478645801,40.685001599907224,1,0,1,0
7441,2016,53702,-73.85524605964008,40.874738567326695,1,0,0,1
7442,2016,8250,-74.09754654452777,40.60198474887825,1,1,0,0
7443,2016,20280,-74.00673713353072,40.73094706474016,1,0,0,1
7444,2016,38378,-73.75578666499476,40.66016057540402,1,0,0,1
7445,2016,14005,-74.00275058822241,40.65238483233252,1,1,0,0
7446,2016,18620,-73.97532192698793,40.67933277570595,1,0,1,1
7447,2016,40041,-73.74484610525442,40.69313905528642,1,0,0,1
7448,2016,50969,-73.857526388716,40.75407283400529,1,1,1,0
7449,2016,19035,-73.9468727995857,40.68364622004717,1,0,0,1
7450,2016,22591,-73.97281967419569,40.75587055193896,1,1,0,1
7451,2016,35221,-73.80444220325997,40.702131835660204,1,1,0,1
7452,2016,41491,-73.93493511084542,40.76701302305872,1,0,1,1
7453,2016,54077,-73.83481793842927,40.86778172077132,1,0,0,1
7454,2016,48554,-73.90376805250325,40.85391365731622,1,0,0,1
7455,2016,32405,-73.85664514187135,40.691015426515534,1,0,1,0
7456,2016,47396,-73.89487088583122,40.823937272137975,1,0,0,1
7457,2016,48239,-73.88778896819467,40.847618081004704,1,1,1,1
7458,2016,48738,-73.89828973332732,40.860334421220614,1,1,0,1
7459,2016,23225,-73.94416667241805,40.75930777484176,1,0,0,1
7460,2016,34105,-73.81075876658824,40.67952515642953,1,0,0,1
7461,2016,19886,-73.94771891117449,40.71421569645909,1,0,0,1
7462,2016,49646,-73.87772817696079,40.88345419454824,1,0,0,1
7463,2016,21661,-73.9844120262909,40.77480807706845,1,1,0,1
7464,2016,12074,-74.02509068396112,40.6377945745182,1,0,0,1
7465,2016,58577,-73.79421922060719,40.73453534230352,1,0,0,1
7466,2016,15749,-73.99331756718756,40.701565152021054,1,0,0,1
7467,2016,44608,-73.91493811927309,40.85570082347196,1,1,0,0
7468,2016,52460,-73.86776944967512,40.852413443376975,1,0,0,1
7469,2016,11872,-74.01701910090735,40.60765441724407,1,0,0,1
7470,2016,41246,-73.90930551815109,40.73628728473451,1,0,0,1
7471,2016,18411,-73.94851469025986,40.640945372070526,1,1,1,1
7472,2016,55989,-73.80399971299823,40.76027048619328,1,0,0,1
7473,2016,22334,-73.94922003781228,40.73067856488353,1,1,0,0
7474,2016,7051,-74.12867047238744,40.63734826454921,1,0,0,1
7475,2016,22470,-73.97588117642282,40.744779224470136,1,1,1,1
7476,2016,18866,-73.95884062123233,40.683018052724414,1,0,1,0
7477,2016,50041,-73.85886555696358,40.73593913934121,1,1,0,1
7478,2016,20247,-74.00463516274549,40.72135363241753,1,1,1,1
7479,2016,20928,-73.98567437917492,40.73821900787205,1,0,0,1
7480,2016,26236,-73.9291428108406,40.65841710820065,1,0,0,1
7481,2016,62692,-73.72285626215462,40.742047443833464,1,0,0,1
7482,2016,43766,-73.9253754002959,40.832628095527475,1,1,0,1
7483,2016,24113,-73.95752338628138,40.82114338306549,1,0,1,1
7484,2016,42919,-73.92464808055142,40.810728141877775,1,0,1,1
7485,2016,37872,-73.76344568138039,40.71070746029515,1,0,1,1
7486,2016,58913,-73.77839915190651,40.7413997351142,1,0,0,1
7487,2016,26541,-73.9131464251304,40.641034565519526,1,0,0,1
7488,2016,31266,-73.87029547765606,40.68418989906285,1,1,0,0
7489,2016,26362,-73.92514155158541,40.656979824886506,1,0,0,1
7490,2016,37950,-73.75963130551445,40.596353075985185,1,0,0,1
7491,2016,26454,-73.91996765523265,40.658397672634116,1,0,0,1
7492,2016,88113,-73.84473138302205,40.68016319693256,1,0,0,1
7493,2016,48932,-73.89163429109766,40.87447721423333,1,1,0,0
7494,2016,15228,-74.00898755322065,40.70408482802976,1,0,0,1
7495,2016,39486,-73.72847607050001,40.660852852192775,1,1,0,0
7496,2016,54122,-73.86732014095745,40.89827216518006,1,0,0,1
7497,2016,9180,-74.08812546241546,40.60898062774197,1,1,0,1
7498,2016,27340,-73.94089287129026,40.703914157577216,1,0,0,1
7499,2016,50737,-73.87007131275281,40.76601037067762,1,0,0,1
7500,2016,37074,-73.79369588913684,40.68937689685105,1,0,0,1
7501,2016,20471,-74.00396898904471,40.74286300780013,1,1,0,0
7502,2016,21720,-73.98020236488247,40.775479484902526,1,1,0,1
7503,2016,11966,-74.03259356961938,40.634109749828745,1,0,0,1
7504,2016,18002,-73.9689992226598,40.63460743001982,1,0,0,1
7505,2016,24246,-73.94808289788011,40.82210802149663,1,1,0,0
7506,2016,57981,-73.82657175260867,40.86299761459786,1,1,0,0
7507,2016,31428,-73.8637040041568,40.68248467449982,1,0,0,1
7508,2016,21091,-74.00766598329702,40.75242407160249,1,0,0,1
7509,2016,11459,-74.03819614631438,40.62759933161011,1,0,0,1
7510,2016,19394,-73.9672096211053,40.70425570915377,1,1,0,0
7511,2016,38666,-73.72963262192441,40.655010907047526,1,0,0,1
7512,2016,33821,-73.82684687601578,40.68583830744952,1,1,1,0
7513,2016,62809,-73.7101375115097,40.7343603571017,1,0,0,1
7514,2016,15264,-74.00841836996581,40.709530385247156,1,0,1,0
7515,2016,42350,-73.91523669761136,40.78604032959747,1,0,0,1
7516,2016,10713,-74.07644301440065,40.60677438163031,1,1,0,1
7517,2016,20838,-73.98683420182516,40.73794112375357,1,1,0,0
7518,2016,50697,-73.86942458596755,40.74915685127735,1,1,1,0
7519,2016,31587,-73.85648739329048,40.67337677447039,1,0,0,1
7520,2016,19271,-73.9701315423718,40.6895063079599,1,0,1,0
7521,2016,63106,-73.7067344670827,40.74376337435859,1,0,0,1
7522,2016,54305,-73.85510376212156,40.88527135192569,1,1,0,0
7523,2016,47225,-73.90528570027928,40.817928986481256,1,1,1,1
7524,2016,21087,-74.007926711578,40.751750826836,1,0,0,1
7525,2016,61175,-73.74891748999866,40.72576412875309,1,1,0,0
7526,2016,54828,-73.82488139146061,40.729606862122324,1,0,0,1
7527,2016,49642,-73.87678077209902,40.88025879789368,1,1,0,1
7528,2016,17155,-73.94686188425594,40.590951002632316,1,0,0,1
7529,2016,67850,-73.83475583379845,40.88355629312793,1,1,0,0
7530,2016,25747,-73.92470922266641,40.62601070558156,1,0,0,1
7531,2016,37725,-73.76699140657905,40.70314089708592,1,1,0,0
7532,2016,40155,-73.73835448004785,40.7004749994177,1,0,0,1
7533,2016,46392,-73.89715726907467,40.75245698564424,1,0,0,1
7534,2016,26015,-73.94224918121459,40.63662719096868,1,0,0,1
7535,2016,48586,-73.90493385953502,40.86274957419532,1,1,1,1
7536,2016,38031,-73.75527384662459,40.60533443866788,1,1,1,1
7537,2016,46555,-73.89247330932623,40.75294839307453,1,0,1,0
7538,2016,44308,-73.90841737189494,40.85264382256893,1,0,0,1
7539,2016,44191,-73.91096872844805,40.843136213877045,1,1,0,0
7540,2016,29657,-73.87979296420765,40.6700609403439,1,0,0,1
7541,2016,17917,-73.977511714366,40.65986275641029,1,0,0,1
7542,2016,61481,-73.73659373767093,40.73035629741523,1,0,0,1
7543,2016,24391,-73.94533433669288,40.83343716087728,1,1,0,1
7544,2016,20738,-73.99171498731712,40.73521530034225,1,1,1,1
7545,2016,20560,-73.9987127064383,40.739880877496454,1,0,0,1
7546,2016,9801,-74.08279567298344,40.59662487544853,1,0,0,1
7547,2016,36896,-73.76375687681734,40.667094614317215,1,0,0,1
7548,2016,17182,-73.94331542872729,40.60257493041287,1,0,0,1
7549,2016,2367,-74.173773809295,40.5431534394602,1,0,0,1
7550,2016,36309,-73.78953146925645,40.66601047210761,1,0,0,1
7551,2016,13310,-74.00609560861983,40.625032909614255,1,1,0,0
7552,2016,13346,-74.00185301895182,40.60913756074457,1,0,1,0
7553,2016,26671,-73.90974279763537,40.654311111378604,1,0,1,1
7554,2016,53646,-73.85527807945664,40.853807891270705,1,0,0,1
7555,2016,21343,-73.99252855988505,40.75347391260183,1,0,1,1
7556,2016,56600,-73.80879483007062,40.78086208981811,1,0,0,1
7557,2016,8125,-74.09949192245708,40.594047780288896,1,0,0,1
7558,2016,41570,-73.92797468435647,40.74423918646795,1,0,0,1
7559,2016,37240,-73.78824710715304,40.710133570997314,1,1,0,0
7560,2016,24204,-73.94918716063609,40.80269954192991,1,1,0,1
